Symbol,Name
CIO.PRA,City Office REIT Inc.
CIR,CIRCOR International Inc. Common Stock
CIT,CIT Group Inc (DEL) Common Stock
CIT.PRB,CIT Group Inc (DEL)
CIXX,CI Financial Corp. Common Shares
CKH,SEACOR Holdings Inc. Common Stock
CL,Colgate-Palmolive Company Common Stock
CLA,Colonnade Acquisition Corp. Class A Ordinary Shares
CLA.U,Colonnade Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
CLA.WS,Colonnade Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
CLAS.U,Class Acceleration Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
CLB,Core Laboratories N.V. Common Stock
CLDR,Cloudera Inc. Common Stock
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
CLF,Cleveland-Cliffs Inc. Common Stock
CLGX,CoreLogic Inc. Common Stock
CLH,Clean Harbors Inc. Common Stock
CLI,Mack-Cali Realty Corporation Common Stock
CLII,Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock
CLII.U,Climate Change Crisis Real Impact I Acquisition Corporation Units each consisting of one share of Class A Common Stock and one-half of one Warrant
CLII.WS,Climate Change Crisis Real Impact I Acquisition Corporation Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
CLNC,Colony Credit Real Estate Inc. Class A Common Stock
CLNY,Colony Capital Inc.
CLNY.PRG,Colony Capital Inc.
CLNY.PRH,Colony Capital Inc.
CLNY.PRI,Colony Capital Inc.
CLNY.PRJ,Colony Capital Inc.
CLPR,Clipper Realty Inc. Common Stock
CLR,Continental Resources Inc. Common Stock
CLS,Celestica Inc. Common Stock
CLW,Clearwater Paper Corporation Common Stock
CLX,Clorox Company (The) Common Stock
CM,Canadian Imperial Bank of Commerce Common Stock
CMA,Comerica Incorporated Common Stock
CMC,Commercial Metals Company Common Stock
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares
CMD,Cantel Medical Corp. Common Stock
CMG,Chipotle Mexican Grill Inc. Common Stock
CMI,Cummins Inc. Common Stock
CMO,Capstead Mortgage Corporation Common Stock
CMO.PRE,Capstead Mortgage Corporation
CMP,Compass Minerals Intl Inc Common Stock
CMRE,Costamare Inc. Common Stock $0.0001 par value
CMRE.PRB,Costamare Inc.
CMRE.PRC,Costamare Inc.
CMRE.PRD,Costamare Inc.
CMRE.PRE,Costamare Inc.
CMS,CMS Energy Corporation Common Stock
CMS.PRB,CMS Energy Corporation
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
CMU,MFS Municipal Income Trust Common Stock
CNA,CNA Financial Corporation Common Stock
CNC,Centene Corporation Common Stock
CND.U,Concord Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares
CNHI,CNH Industrial N.V. Common Shares
CNI,Canadian National Railway Company Common Stock
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock
CNMD,CONMED Corporation Common Stock
CNNE,Cannae Holdings Inc. Common Stock
CNO,CNO Financial Group Inc. Common Stock
CNO.PRA,CNO Financial Group Inc.
CNP,CenterPoint Energy Inc (Holding Co) Common Stock
CNP.PRB,CenterPoint Energy Inc.
CNQ,Canadian Natural Resources Limited Common Stock
CNR,Cornerstone Building Brands Inc. Common Stock
CNS,Cohen & Steers Inc Common Stock
CNX,CNX Resources Corporation Common Stock
CO,Global Cord Blood Corporation Common Stock
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest
CODI.PRA,Compass Diversified 
CODI.PRB,Compass Diversified 
CODI.PRC,Compass Diversified 
COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares
COF,Capital One Financial Corporation Common Stock
COF.PRG,Capital One Financial Corporation
COF.PRH,Capital One Financial Corporation
COF.PRI,Capital One Financial Corporation
COF.PRJ,Capital One Financial Corporation
COF.PRK,Capital One Financial Corporation
COG,Cabot Oil & Gas Corporation Common Stock
COLD,Americold Realty Trust Common Shares
COO,The Cooper Companies Inc. Common Stock
COP,ConocoPhillips Common Stock
COR,CoreSite Realty Corporation Common Stock
CORR,CorEnergy Infrastructure Trust Inc. Common Stock
CORR.PRA,CorEnergy Infrastructure Trust Inc.
COTY,Coty Inc. Class A Common Stock
CP,Canadian Pacific Railway Limited Common Stock
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)
CPB,Campbell Soup Company Common Stock
CPE,Callon Petroleum Company Common Stock
CPF,Central Pacific Financial Corp New
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada)
CPK,Chesapeake Utilities Corporation Common Stock
CPLG,CorePoint Lodging Inc. Common Stock 
CPRI,Capri Holdings Limited Ordinary Shares
CPS,Cooper-Standard Holdings Inc. Common Stock
CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock
CPSR.U,Capstar Special Purpose Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant
CPSR.WS,Capstar Special Purpose Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
CPT,Camden Property Trust Common Stock
CR,Crane Co. Common Stock
CRC,California Resources Corporation Common Stock
CRD/A,Crawford & Company
CRD/B,Crawford & Company
CRH,CRH PLC American Depositary Shares
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares
CRHC.U,Cohn Robbins Holdings Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
CRHC.WS,Cohn Robbins Holdings Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
CRI,Carter's Inc. Common Stock
CRK,Comstock Resources Inc. Common Stock
CRL,Charles River Laboratories International Inc. Common Stock
CRM,Salesforce.com Inc Common Stock
CRS,Carpenter Technology Corporation Common Stock
CRT,Cross Timbers Royalty Trust Common Stock
CRU.U,Crucible Acquisition Corporation Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
CRY,CryoLife Inc. Common Stock
CS,Credit Suisse Group American Depositary Shares
CSL,Carlisle Companies Incorporated Common Stock
CSLT,Castlight Health Inc. Class B Common Stock
CSPR,Casper Sleep Inc. Common Stock
CSR,D/B/A Centerspace Common Stock
CSR.PRC,D/B/A Centerspace
CSTM,Constellium SE Ordinary Shares (France)
CSU,Capital Senior Living Corporation Common Stock
CSV,Carriage Services Inc. Common Stock
CTA.PRA,E.I. du Pont de Nemours and Company
CTA.PRB,E.I. du Pont de Nemours and Company
CTAA,Qwest Corporation 7% Notes due 2056
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares
CTAC.U,Cerberus Telecom Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
CTAC.WS,Cerberus Telecom Acquisition Corp. Warrants included as part of the Units each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
CTB,Cooper Tire & Rubber Company Common Stock
CTBB,Qwest Corporation 6.5% Notes due 2056
CTDD,Qwest Corporation 6.75% Notes due 2057
CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares
CTLT,Catalent Inc. Common Stock
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock
CTRA,Contura Energy Inc. Common Stock
CTS,CTS Corporation Common Stock
CTT,CatchMark Timber Trust Inc. Class A Common Stock
CTVA,Corteva Inc. Common Stock 
CUB,Cubic Corporation Common Stock
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034
CUBE,CubeSmart Common Shares
CUBI,Customers Bancorp Inc Common Stock
CUBI.PRC,Customers Bancorp Inc
CUBI.PRD,Customers Bancorp Inc
CUBI.PRE,Customers Bancorp Inc
CUBI.PRF,Customers Bancorp Inc
CUK,Carnival Plc ADS ADS
CULP,Culp Inc. Common Stock
CURO,CURO Group Holdings Corp. Common Stock
CUZ,Cousins Properties Incorporated Common Stock
CVA,Covanta Holding Corporation Common Stock
CVE,Cenovus Energy Inc Common Stock
CVE.WS,Cenovus Energy Inc Warrants (each warrant entitles the holder to purchase one common share at an exercise price of C$6.54 per share)
CVEO,Civeo Corporation (Canada) Common Shares
CVI,CVR Energy Inc. Common Stock
CVNA,Carvana Co. Class A Common Stock
CVS,CVS Health Corporation Common Stock
CVX,Chevron Corporation Common Stock
CW,Curtiss-Wright Corporation Common Stock
CWEN,Clearway Energy Inc. Class C Common Stock
CWEN.A,Clearway Energy Inc. Class A Common Stock
CWH,Camping World Holdings Inc. Class A Commom Stock
CWK,Cushman & Wakefield plc Ordinary Shares
CWT,California Water Service Group Common Stock
CX,Cemex S.A.B. de C.V. Sponsored ADR
CXE,MFS High Income Municipal Trust Common Stock
CXH,MFS Investment Grade Municipal Trust Common Stock
CXP,Columbia Property Trust Inc. Common Stock
CXW,CoreCivic Inc. Common Stock
CYD,China Yuchai International Limited Common Stock
CYH,Community Health Systems Inc. Common Stock
CZZ,Cosan Limited Class A Common Stock
D,Dominion Energy Inc. Common Stock
DAC,Danaos Corporation Common Stock
DAL,Delta Air Lines Inc. Common Stock
DAN,Dana Incorporated Common Stock 
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share
DAR,Darling Ingredients Inc. Common Stock
DASH,DoorDash Inc. Class A Common Stock
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share)
DB,Deutsche Bank AG Common Stock
DBD,Diebold Nixdorf Incorporated Common Stock
DBI,Designer Brands Inc. Class A Common Stock
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock
DCI,Donaldson Company Inc. Common Stock
DCO,Ducommun Incorporated Common Stock
DCP,DCP Midstream  LP Common Units 
DCP.PRB,DCP Midstream LP
DCP.PRC,DCP Midstream LP
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units
DD,DuPont de Nemours Inc. Common Stock
DDD,3D Systems Corporation Common Stock
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock
DDS,Dillard's Inc. Common Stock
DDT,Dillard's Capital Trust I
DE,Deere & Company Common Stock
DEA,Easterly Government Properties Inc. Common Stock
DECK,Deckers Outdoor Corporation Common Stock
DEH,D8 Holdings Corp. Class A Ordinary Shares
DEH.U,D8 Holdings Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
DEH.WS,D8 Holdings Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
DEI,Douglas Emmett Inc. Common Stock
DELL,Dell Technologies Inc. Class C Common Stock 
DEN,Denbury Inc. Common Stock
DEO,Diageo plc Common Stock
DESP,Despegar.com Corp. Ordinary Shares
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest
DFIN,Donnelley Financial Solutions Inc. Common Stock 
DFNS,LGL Systems Acquisition Corp. Common Stock
DFNS.U,LGL Systems Acquisition Corp. Units
DFNS.WS,LGL Systems Acquisition Corp. Redeemable Warrants each whole warrant exercisable for shares of Class A Common Stock at an exercise price of $11.50 per share
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock
DFS,Discover Financial Services Common Stock
DG,Dollar General Corporation Common Stock
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares
DGNR.U,Dragoneer Growth Opportunities Corp. Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
DGNR.WS,Dragoneer Growth Opportunities Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
DGX,Quest Diagnostics Incorporated Common Stock
DHF,BNY Mellon High Yield Strategies Fund Common Stock
DHI,D.R. Horton Inc. Common Stock
DHR,Danaher Corporation Common Stock
DHR.PRA,Danaher Corporation
DHR.PRB,Danaher Corporation
DHT,DHT Holdings Inc.
DHX,DHI Group Inc. Common Stock
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest
DIN,Dine Brands Global Inc. Common Stock
DIS,Walt Disney Company (The) Common Stock
DK,Delek US Holdings Inc. Common Stock
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests
DKS,Dick's Sporting Goods Inc Common Stock
DL,China Distance Education Holdings Limited American Depositary Shares
DLB,Dolby Laboratories Common Stock
DLNG,Dynagas LNG Partners LP Common Units
DLNG.PRA,Dynagas LNG Partners LP
DLNG.PRB,Dynagas LNG Partners LP
DLR,Digital Realty Trust Inc. Common Stock
DLR.PRC,Digital Realty Trust Inc.
DLR.PRJ,Digital Realty Trust Inc.
DLR.PRK,Digital Realty Trust Inc.
DLR.PRL,Digital Realty Trust Inc.
DLX,Deluxe Corporation Common Stock
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest
DM,Desktop Metal Inc. Class A Common Stock
DM.WS,Desktop Metal Inc. Warrants
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock
DMS,Digital Media Solutions Inc. Class A Ordinary Shares
DMS.WS,Digital Media Solutions Inc. Warrants 
DMYD,dMY Technology Group Inc. II Class A Common Stock
DMYD.U,dMY Technology Group Inc. II Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
DMYD.WS,dMY Technology Group Inc. II Redeemable Warrants
DMYI,dMY Technology Group Inc. III Class A Common Stock
DMYI.U,dMY Technology Group Inc. III Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant
DMYI.WS,dMY Technology Group Inc. III Redeemable warrants each whole warrant exercisable for one share of Class A common stock each at an exercise price of $11.50 per share
DNB,Dun & Bradstreet Holdings Inc. Common Stock
DNK,Phoenix Tree Holdings Limited American Depositary Shares each representing ten (10) Class A ordinary shares
DNMR,Danimer Scientific Inc. Common Stock
DNMR.WS,Danimer Scientific Inc. Redeemable Warrants
DNOW,NOW Inc. Common Stock
DNP,DNP Select Income Fund Inc. Common Stock
DOC,Physicians Realty Trust Common Shares of Beneficial Interest
DOOR,Masonite International Corporation Ordinary Shares (Canada)
DOV,Dover Corporation Common Stock
DOW,Dow Inc. Common Stock 
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.
DPZ,Domino's Pizza Inc Common Stock
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares
DRD,DRDGOLD Limited American Depositary Shares
DRE,Duke Realty Corporation Common Stock
DRH,Diamondrock Hospitality Company Common Stock
DRH.PRA,Diamondrock Hospitality Company
DRI,Darden Restaurants Inc. Common Stock
DRQ,Dril-Quip Inc. Common Stock
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076
DS,Drive Shack Inc.
DS.PRB,Drive Shack Inc.
DS.PRC,Drive Shack Inc.
DS.PRD,Drive Shack Inc.
DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock
DSSI,Diamond S Shipping Inc. Common Stock 
DSU,Blackrock Debt Strategies Fund Inc. Common Stock
DSX,Diana Shipping inc. common stock
DSX.PRB,Diana Shipping inc.
DT,Dynatrace Inc. Common Stock
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080
DTE,DTE Energy Company Common Stock
DTF,DTF Tax-Free Income Inc. Common Stock
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076
DTLA.PR,Brookfield DTLA Inc.
DTP,DTE Energy Company 6.25% Corporate Units
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc. Common Stock
DUK,Duke Energy Corporation (Holding Company) Common Stock
DUK.PRA,Duke Energy Corporation
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073
DVA,DaVita Inc. Common Stock
DVD,Dover Motorsports Inc. Common Stock
DVN,Devon Energy Corporation Common Stock
DWIN.U,Delwinds Insurance Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
DX,Dynex Capital Inc. Common Stock
DX.PRB,Dynex Capital Inc.
DX.PRC,Dynex Capital Inc.
DXC,DXC Technology Company Common Stock 
DY,Dycom Industries Inc. Common Stock
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest
E,ENI S.p.A. Common Stock
EAF,GrafTech International Ltd. Common Stock
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
EAT,Brinker International Inc. Common Stock
EB,Eventbrite Inc. Class A Common Stock
EBF,Ennis Inc. Common Stock
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share)
EBS,Emergent Biosolutions Inc. Common Stock
EC,Ecopetrol S.A. American Depositary Shares
ECC           ,Eagle Point Credit Company Inc. Common Stock
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027
ECL,Ecolab Inc. Common Stock
ECOM          ,ChannelAdvisor Corporation Common Stock
ED,Consolidated Edison Inc. Common Stock
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)
EEA,The European Equity Fund Inc. Common Stock
EEX,Emerald Holding Inc. Common Stock
EFC,Ellington Financial Inc. Common Stock 
EFC.PRA,Ellington Financial Inc.
EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest
EFX,Equifax Inc. Common Stock
EGF,Blackrock Enhanced Government Fund Inc. Common Stock
EGHT,8x8 Inc Common Stock
EGO,Eldorado Gold Corporation Ordinary Shares
EGP,EastGroup Properties Inc. Common Stock
EGY,VAALCO Energy Inc.  Common Stock
EHC,Encompass Health Corporation Common Stock
EHI,Western Asset Global High Income Fund Inc Common Stock
EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial Interest
EIC,Eagle Point Income Company Inc. Common Stock
EIG,Employers Holdings Inc Common Stock
EIX,Edison International Common Stock
EL,Estee Lauder Companies Inc. (The) Common Stock
ELAN,Elanco Animal Health Incorporated Common Stock
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066
ELF,e.l.f. Beauty Inc. Common Stock
ELP,Companhia Paranaense de Energia (COPEL) Common Stock
ELS,Equity Lifestyle Properties Inc. Common Stock
ELVT,Elevate Credit Inc. Common Stock
ELY,Callaway Golf Company Common Stock
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock
EME,EMCOR Group Inc. Common Stock
EMF,Templeton Emerging Markets Fund Common Stock
EMN,Eastman Chemical Company Common Stock
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066
EMPW,Empower Ltd. Class A Ordinary Shares
EMPW.U,Empower Ltd. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant
EMPW.WS,Empower Ltd. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
EMR,Emerson Electric Company Common Stock
ENB,Enbridge Inc Common Stock
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078
ENBL,Enable Midstream Partners LP Common Units representing limited partner interests
ENIA,Enel Americas S.A. American Depositary Shares
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066
ENPC,Executive Network Partnering Corporation Class A Common Stock
ENPC.U,Executive Network Partnering Corporation Units each consisting of one share of Class A common stock and one-quarter of one redeemable warrant
ENPC.WS,Executive Network Partnering Corporation Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $28.75
ENR,Energizer Holdings Inc. Common Stock
ENR.PRA,Energizer Holdings Inc.
ENS,EnerSys Common Stock
ENV,Envestnet Inc Common Stock
ENVA,Enova International Inc. Common Stock
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value)
EOD,Wells Fargo Global Dividend Opportunity Fund
EOG,EOG Resources Inc. Common Stock
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
EP.PRC,El Paso Corporation
EPAC,Enerpac Tool Group Corp. Common Stock
EPAM,EPAM Systems Inc. Common Stock
EPC,Edgewell Personal Care Company Common Stock
EPD,Enterprise Products Partners L.P. Common Stock
EPR,EPR Properties Common Stock
EPR.PRC,EPR Properties
EPR.PRE,EPR Properties
EPR.PRG,EPR Properties
EPRT,Essential Properties Realty Trust Inc. Common Stock
EPWR.U,Empowerment & Inclusion Capital I Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
EQC,Equity Commonwealth Common Shares of Beneficial Interest
EQC.PRD,Equity Commonwealth
EQD,Equity Distribution Acquisition Corp. Class A Common Stock
EQD.U,Equity Distribution Acquisition Corp. Units
EQD.WS,Equity Distribution Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
EQH,Equitable Holdings Inc. Common Stock
EQH.PRA,Equitable Holdings Inc.
EQH.PRC,Equitable Holdings Inc.
EQNR,Equinor ASA
EQR,Equity Residential Common Shares of Beneficial Interest
EQS,Equus Total Return Inc. Common Stock
EQT,EQT Corporation Common Stock
ERF,Enerplus Corporation Common Stock
ERJ,Embraer S.A. Common Stock
ES,Eversource Energy (D/B/A) Common Stock
ESE,ESCO Technologies Inc. Common Stock
ESGC,Eros STX Global Corporation A Ordinary Shares
ESI,Element Solutions Inc. Common Stock
ESNT,Essent Group Ltd. Common Shares
ESRT,Empire State Realty Trust Inc. Class A Common Stock
ESS,Essex Property Trust Inc. Common Stock
ESTC,Elastic N.V. Ordinary Shares
ESTE,Earthstone Energy Inc. Class A Common Stock
ET,Energy Transfer LP Common Units 
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest
ETH,Ethan Allen Interiors Inc. Common Stock
ETI.PR,Entergy Texas Inc
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
ETM,Entercom Communications Corp. Common Stock
ETN,Eaton Corporation PLC Ordinary Shares
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock
ETP.PRC,Energy Transfer Operating L.P.
ETP.PRD,Energy Transfer Operating L.P.
ETP.PRE,Energy Transfer Operating L.P.
ETR,Entergy Corporation Common Stock
ETRN,Equitrans Midstream Corporation Common Stock 
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest
EURN,Euronav NV Ordinary Shares
EV,Eaton Vance Corporation Common Stock
EVA,Enviva Partners LP Common units representing limited partner interests
EVC,Entravision Communications Corporation Common Stock
EVF,Eaton Vance Senior Income Trust Common Stock
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest
EVH,Evolent Health Inc Class A Common Stock
EVN,Eaton Vance Municipal Income Trust Common Stock
EVR,Evercore Inc. Class A Common Stock
EVRG,Evergy Inc. Common Stock
EVRI,Everi Holdings Inc. Common Stock
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
EVTC,Evertec Inc. Common Stock
EW,Edwards Lifesciences Corporation Common Stock
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest
EXK,Endeavour Silver Corporation Ordinary Shares (Canada)
EXP,Eagle Materials Inc Common Stock
EXPR,Express Inc. Common Stock
EXR,Extra Space Storage Inc Common Stock
EXTN,Exterran Corporation Common Stock
F,Ford Motor Company Common Stock
F.PRB,Ford Motor Company
F.PRC,Ford Motor Company
FAF,First American Corporation (New) Common Stock
FAII,Fortress Value Acquisition Corp. II Class A Common Stock
FAII.U,Fortress Value Acquisition Corp. II Units each consisting of one share of Class A common stock and one-fifth of one Warrant
FAII.WS,Fortress Value Acquisition Corp. II Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest
FBC,Flagstar Bancorp Inc. Common Stock
FBHS,Fortune Brands Home & Security Inc. Common Stock
FBK,FB Financial Corporation Common Stock
FBM,Foundation Building Materials Inc. Common Stock
FBP,First BanCorp. New Common Stock
FC,Franklin Covey Company Common Stock
FCAX.U,Fortress Capital Acquisition Corp. Units each consisting of one Class A ordinary share and one-fifth of one Warrant
FCF,First Commonwealth Financial Corporation Common Stock
FCN,FTI Consulting Inc. Common Stock
FCPT,Four Corners Property Trust Inc. Common Stock
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023
FCRZ,First Eagle Alternative Capital BDC Inc. 6.75% Notes due 2022
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest
FCX,Freeport-McMoRan Inc. Common Stock
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest
FDP,Fresh Del Monte Produce Inc. Common Stock
FDX,FedEx Corporation Common Stock
FE,FirstEnergy Corp. Common Stock
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest
